Stock Index,Index,Industry,VWAP,General Index,NAV,P/E Ratio,Volumes Traded,Inventory Turnover,Covid Impact (Beta),Tracking Error,Dollar Exchange Rate,Put-Call Ratio,P/B Ratio,Stock Price
AA1304,NYSE,Energy,46.41,12765.84,16.12,98.69,10271775,5.99,0.11,0.0194,1,1,4.84,149.859313670661
AA1305,BSE,Energy,231.51,38182.08,95.73,11.01,11251525,6.05,0.11,0.0155,74.9,0.93,6.75,104.869489144009
AA1306,JSE,Real Estate,72.17,55722,91.9,108.34,9233295,2.6,-0.43,0.0377,17.7,1.08,2.59,985.180096939458
AA1307,JSE,Energy,504.07,55722,85.21,105.31,11788492,3.67,0.11,0.0349,17.7,0.82,5.73,888.625508094077
AA1308,BSE,Information Tech,942.49,38182.08,49.74,117.74,11081920,6.23,0.23,0.0383,74.9,1.27,7.54,590.518905275414
AA1309,S&P 500,Healthcare,837.28,3351.28,54.3,68.27,2435661,7.93,0.78,0.0276,1,0.91,7.79,373.513010264236
AA1310,JSE,Energy,398.39,55722,94.22,176.12,7059982,7.25,0.11,0.0201,17.7,1.02,8.86,1642.95548507572
AA1311,BSE,Information Tech,107.1,38182.08,63.45,189.25,7947398,3.06,0.23,0.02,74.9,1.18,9.54,1182.40179311596
AA1312,JSE,Materials,205.76,55722,75.51,194,870256,6.88,0.03,0.0553,17.7,1,2.03,1446.12912264212
AA1313,S&P 500,Information Tech,645.13,3351.28,84.07,108.75,19146896,4.87,0.23,0.0406,1,0.72,4.7,906.962672277
AA1314,BSE,Real Estate,324.8,38182.08,43.75,184.59,2182987,6.73,-0.43,0.0232,74.9,1.22,8.68,790.056776575052
AA1315,BSE,Real Estate,21.15,38182.08,85.85,113.7,942982,4.45,-0.43,0.0439,74.9,0.99,8.32,965.088464447608
AB1,BSE,Materials,71.64,38182.08,58.71,111.41,1821379,7.26,0.03,0.0587,74.9,1.1,2.64,643.389258804389
AB2,BSE,Real Estate,140.32,38182.08,27.04,196.63,2132105,6.71,-0.43,0.0575,74.9,0.79,7.02,512.777513132945
AB3,NSE,Materials,954.7,11270.15,62.08,189.93,2220517,7.13,0.03,0.0401,74.9,0.63,4.85,1177.91260542272
AB4,BSE,Materials,562.93,38182.08,73.73,185.19,13209075,3.81,0.03,0.0511,74.9,1.22,4.8,1349.30279452722
AB5,JSE,Real Estate,960.05,55722,64.67,186.93,8170656,6.06,-0.43,0.0411,17.7,1.07,1.26,1208.44813454718
AB6,BSE,Energy,841.97,38182.08,16.83,62.83,560078,3.9,0.11,0.0567,74.9,0.88,7.42,109.347208279594
AB7,NYSE,Information Tech,544.54,12765.84,51.18,65.95,7984326,3.14,0.23,0.038,1,0.83,2.1,333.130138284641
AB8,BSE,Information Tech,52.6,38182.08,33.2,155.52,16777076,4.88,0.23,0.0157,74.9,0.61,4.16,501.383626247419
AB9,S&P 500,Healthcare,472.81,3351.28,54.71,59.96,13580646,4.85,0.78,0.0284,1,0.67,7.17,323.731527885785
AB10,S&P 500,Materials,863.46,3351.28,41.55,96.38,12392776,8.1,0.03,0.0537,1,1.28,4.71,401.778756347718
AB11,NYSE,Materials,545.13,12765.84,94.49,32.08,18351340,3.18,0.03,0.0318,1,0.78,6.21,302.055576398844
AB12,JSE,Healthcare,580.84,55722,60.08,61.22,16555477,3.12,0.78,0.0453,17.7,0.86,2.66,364.371679579379
AB13,NYSE,Materials,863.52,12765.84,12.59,170.84,2747320,4.71,0.03,0.0401,1,1.06,9.29,209.517424939622
AB14,NYSE,Energy,959.08,12765.84,94.85,188.55,9366738,3.67,0.11,0.0264,1,0.65,4.19,1787.73186410052
AB15,NYSE,Information Tech,664.42,12765.84,66.8,166.77,664809,3.54,0.23,0.032,1,1.07,2.58,1101.32636989185
AB16,NSE,Materials,343.28,11270.15,28.25,165.7,5385362,7.59,0.03,0.0346,74.9,1.13,7.1,452.656117166443
AB17,NYSE,Energy,259.5,12765.84,35.6,39.3,13894968,3.14,0.11,0.0304,1,1.29,6.77,136.632242683873
AB18,NSE,Healthcare,731.63,11270.15,13.4,130.77,4613521,7.64,0.78,0.0291,74.9,1.11,0.8,168.170814694522
AB19,NYSE,Materials,731.62,12765.84,75.86,147.82,20115218,3.27,0.03,0.0371,1,0.98,9.13,1112.10478535798
AB20,BSE,Real Estate,856.1,38182.08,97.34,186.38,12002100,5.25,-0.43,0.044,74.9,1.05,5.47,1806.07918751715
AB21,JSE,Real Estate,737.27,55722,72.19,110.93,18327538,4.43,-0.43,0.0316,17.7,0.7,1.78,795.342723935517
AB22,S&P 500,Real Estate,85.21,3351.28,53.1,142.24,7904231,3.42,-0.43,0.0426,,1.25,8.41,741.506454175666
AB23,S&P 500,Energy,372.77,3351.28,95.68,40.59,17953948,6.95,0.11,0.0468,,1.02,4.01,385.288490043037
AB24,JSE,Materials,513.17,55722,50.3,27.95,8511520,5.4,0.03,0.0494,,0.91,3.57,139.630484293258
AB25,S&P 500,Energy,200.32,3351.28,17.21,171.76,8810106,4.03,0.11,0.0447,,0.99,1.35,279.419603491235
AB26,NYSE,Healthcare,604.34,12765.84,15.48,,11494034,3.34,0.78,0.0244,,0.63,5.34,200.554457884791
AB27,JSE,Energy,585.25,55722,92.54,,13053857,7.19,0.11,0.0331,,0.66,2.99,136.429601644824
AB28,S&P 500,Energy,232.95,3351.28,27.08,,1479704,2.95,0.11,0.0328,1,0.85,2.72,227.335927508981
AB29,BSE,Energy,102.05,38182.08,16.3,,9470424,3.69,0.11,0.0466,74.9,0.6,0.56,280.95878156868
AB30,S&P 500,Real Estate,714.31,3351.28,71.43,,12069450,3.95,-0.43,0.0433,1,1.11,3.49,1231.57696327134
AB31,BSE,Healthcare,494.69,38182.08,15.26,,9230840,3.71,0.78,0.0171,74.9,0.9,1.06,88.2940035024745
AB32,JSE,Materials,483.27,55722,32.94,,11517902,2.93,0.03,0.0169,,,1.12,552.533494806447
AB33,NSE,Energy,76.46,11270.15,99.74,,10866151,8.07,0.11,0.0298,,,9.02,1021.19857909311
AB34,NSE,Real Estate,18.56,11270.15,80.99,,3747788,4.56,-0.43,0.022,74.9,0.9,8.21,1139.3490568751
AB35,JSE,Real Estate,576.09,55722,77.82,,15766163,5.96,-0.43,0.0454,17.7,1.14,4.71,822.379402066665
AB36,JSE,Energy,955.67,55722,18.03,159.46,14814112,2.56,0.11,0.0273,17.7,1.05,6.52,289.739530554884
AB37,S&P 500,Information Tech,65.28,3351.28,54.35,100.69,8778946,4.42,0.23,0.0207,1,0.73,0.51,537.643022155268
AB38,NSE,Materials,472.99,11270.15,74.08,104.06,10357087,7.08,0.03,0.0563,74.9,0.91,0.51,762.03395451074
AB39,BSE,Information Tech,510.81,38182.08,39.23,101.42,12841324,5.55,0.23,0.0199,74.9,0.63,3.75,389.681305249592
AB40,NSE,Real Estate,711.91,11270.15,56.02,135.47,16918252,8.1,-0.43,0.0233,74.9,0.99,5.28,750.33621974667
AB41,NYSE,Healthcare,479.19,12765.84,16.15,49.49,2982908,3.26,0.78,0.0599,1,1.03,5.94,76.7778351362874
AB42,NYSE,Healthcare,636.61,12765.84,46.12,160.11,7497069,5.75,0.78,0.058,1,1.28,3.49,726.022319545973
AB43,JSE,Materials,868.71,55722,49.21,189.81,14532629,5.58,0.03,0.0228,17.7,1.18,4.71,926.419246087045
AB44,S&P 500,Materials,116.43,3351.28,49.11,199.8,15367157,6.29,0.03,0.0344,1,0.77,1.21,961.833699784771
AB45,JSE,Real Estate,312.89,55722,81.84,142.09,6112493,3.37,-0.43,0.0193,17.7,0.99,8.67,1149.45078306621
AB46,BSE,Information Tech,183.81,38182.08,53.95,79.35,3828392,7.88,0.23,0.0465,74.9,1.24,5.48,420.714831695735
AB47,S&P 500,Energy,343.45,3351.28,82.69,113.87,8877728,7.49,0.11,0.0407,1,0.72,6.44,931.143704056256
AB48,JSE,Materials,742.43,55722,72.8,195.57,17030248,5.45,0.03,0.0476,17.7,0.72,4.54,1410.07990790372
AB49,BSE,Healthcare,705.76,38182.08,36.88,172.92,10550097,5.66,0.78,0.0368,74.9,0.81,2.86,625.534257972867
AB50,NSE,Information Tech,720.02,11270.15,82.76,85.51,9927421,5.81,0.23,0.0274,74.9,0.73,2.02,704.318156394103
AB51,BSE,Energy,705.47,38182.08,79.37,99.05,17617812,7.83,0.11,0.016,74.9,0.89,4.21,781.067258418305
AB52,S&P 500,Healthcare,602.93,3351.28,78.11,126.41,18920115,5.89,0.78,0.0476,1,0.68,7.53,977.775819277355
AB53,JSE,Energy,60.05,55722,38.41,186.54,8983585,6.27,0.11,0.0332,17.7,0.89,5.32,698.442871121705
AB54,BSE,Real Estate,379.37,38182.08,67.53,196.55,7961505,8.27,-0.43,0.0245,74.9,0.79,9.08,1308.75391498518
AB55,BSE,Real Estate,491.3,38182.08,70.27,182.66,6035431,4.52,-0.43,0.0417,74.9,0.9,2.29,1267.00687258775
AB56,NYSE,Information Tech,718.85,12765.84,77.19,99.93,9857515,5.31,0.23,0.0451,1,0.67,1.28,766.535971377555
AB57,NSE,Materials,655.79,11270.15,98.29,111.88,14739036,6.82,0.03,0.0448,74.9,1.05,7.14,1092.20265933831
AB58,S&P 500,Materials,735.35,3351.28,78.69,107.51,19119263,3.54,0.03,0.0424,1,0.82,5.83,840.855982258338
AB59,BSE,Information Tech,303.19,38182.08,74.03,28.27,1465052,6.68,0.23,0.035,74.9,0.74,2.27,207.222397922004
AB60,NYSE,Energy,149.47,12765.84,79.47,39.27,1511794,4.07,0.11,0.025,1,1.13,8.18,308.601783495801
AB61,NSE,Healthcare,702.16,11270.15,40.59,126.95,11661597,5.74,0.78,0.0541,74.9,1.14,4.21,507.516078584561
AB62,NSE,Real Estate,38.09,11270.15,95.3,135.15,18260607,6.88,-0.43,0.0362,74.9,1.28,5.21,1274.80936235419
AB63,S&P 500,Materials,537.09,3351.28,81.28,196.34,2505518,7.26,0.03,0.0541,1,0.89,1,1578.36637925135
AB64,NYSE,Information Tech,590.06,12765.84,85.1,72.06,12767732,5.12,0.23,0.0366,1,0.85,0.65,608.722990458166
AB65,NSE,Healthcare,217.81,11270.15,49.04,50.37,7558008,5.86,0.78,0.0284,74.9,0.83,8.58,242.686076843503
AB66,NYSE,Energy,567.43,12765.84,87.1,30.68,11411320,7.99,0.11,0.0569,1,1.17,1.56,266.531037834425
AB67,NYSE,Energy,569.73,12765.84,34.94,109.94,6111614,5.89,0.11,0.041,1,1.24,0.8,375.678529933881
AB68,JSE,Real Estate,,,,,,3.06,-0.43,0.0222,17.7,1.09,3.39,236.688248645288
AB69,NSE,Materials,,,,,,6.63,0.03,0.0493,74.9,1.28,8.34,830.725134586641
AB70,BSE,Materials,,,,,,8,0.03,0.0493,74.9,0.78,7.55,836.021250289753
AB71,NYSE,Information Tech,,,,,,2.83,0.23,0.0486,1,1.18,3.29,451.686530688895
AB72,NSE,Materials,701.33,11270.15,43.07,175.82,8247295,5.25,0.03,0.0164,74.9,1.16,6.55,744.503623124426
AB73,JSE,Healthcare,26.9,55722,87.93,104.07,9024972,3.55,0.78,0.0615,17.7,1.1,7.2,905.166164207056
AB74,NSE,Real Estate,720.8,11270.15,47.37,34.35,15457563,3.1,-0.43,0.0309,74.9,0.73,2.86,164.416263110929
AB75,BSE,Materials,608.66,38182.08,50.59,192.53,6478661,7.31,0.03,0.0546,74.9,0.68,0.55,957.836752972842
AB76,NYSE,Real Estate,715.28,12765.84,79.77,57.17,12491210,6.45,-0.43,0.0295,1,1.02,2.02,455.309245709935
AB77,NSE,Energy,824.14,11270.15,63.13,117.14,1074445,7.67,0.11,0.0297,74.9,0.87,5.69,736.714456971436
AB78,NSE,Information Tech,66.91,11270.15,74,90.06,16122798,4.02,0.23,0.0483,74.9,0.77,4.11,657.87821659717
AB79,NSE,Materials,899.49,11270.15,22.37,20.88,10916188,8.23,0.03,0.021,74.9,1.1,5.37,57.8072888813064
AB80,BSE,Healthcare,511.87,38182.08,67.04,23.1,18137189,3.46,0.78,0.0539,74.9,0.89,9.51,154.489982072792
AB81,JSE,Energy,749.83,55722,46.19,145.22,19124671,5.1,0.11,0.0423,17.7,0.83,5.06,662.388581226246
AB82,JSE,Healthcare,367.46,55722,60.45,130.13,17832130,2.93,0.78,0.06,17.7,0.92,4.83,774.781125710516
AB83,NSE,Energy,529.35,11270.15,45.73,185.19,7268479,6.52,0.11,0.0317,74.9,0.65,7.04,830.543252732092
AB84,S&P 500,Materials,650.09,3351.28,18.46,124.9,9390150,3.82,0.03,0.0394,1,1.08,7.32,221.965680520355
AB85,BSE,Information Tech,223.08,38182.08,56.35,151.93,16706139,8.19,0.23,0.0596,74.9,1.23,5.47,841.614478955175
AB86,NYSE,Real Estate,591.84,12765.84,40.38,198.75,6150493,3.37,-0.43,0.016,1,1.28,1.13,785.536600826619
AB87,BSE,Materials,425.22,38182.08,90.32,57.36,16592241,7.8,0.03,0.0523,74.9,1.28,7.14,513.551324166136
AB88,NYSE,Information Tech,84.17,12765.84,87.77,36.39,6049478,3.63,0.23,0.0233,1,1.25,8.29,316.139857745193
AB89,S&P 500,Real Estate,499.79,3351.28,88.12,102.33,4750501,6.4,-0.43,0.0599,1,1.01,0.68,893.212975762554
AB90,NSE,Information Tech,840.29,11270.15,99.75,71.13,2279206,3.78,0.23,0.0339,74.9,1.14,8.63,712.056052974406
AB91,JSE,Healthcare,83.57,55722,29.11,119.01,13460234,7.58,0.78,0.0349,17.7,0.85,1.51,335.216894480984
AB92,NYSE,Materials,687.32,12765.84,74.93,78.79,6416693,3.01,0.03,0.0409,1,1.16,9.16,586.845387231846
AB93,JSE,Materials,444.43,55722,42.83,108.18,1073950,8.18,0.03,0.0329,17.7,0.83,8.22,453.964945238043
AB94,NSE,Healthcare,341.19,11270.15,54.48,32.38,7198492,4.25,0.78,0.0297,74.9,0.83,5.6,174.15843590555
AB95,S&P 500,Energy,281.7,3351.28,26.51,199.08,14126027,3.94,0.11,0.0492,1,0.97,3.62,508.895245634399
AB96,JSE,Information Tech,476.91,55722,71.3,75.57,1749387,4.99,0.23,0.0159,17.7,1.23,7.98,532.835399271113
AB97,NYSE,Energy,18.13,12765.84,53.34,38.42,13961754,4.11,0.11,0.0216,1,1.2,1.94,201.444404116969
AB98,BSE,Real Estate,348.58,38182.08,70.56,81.6,8205574,8.28,-0.43,0.0281,74.9,0.76,5.21,568.503909075998
AB99,NYSE,Materials,405.58,12765.84,35.34,49.49,3437465,3,0.03,0.0533,1,0.98,1.78,171.117451988041
AB100,S&P 500,Real Estate,748.17,3351.28,80.44,80.3,3077308,4.67,-0.43,0.0163,1,0.66,6.57,643.853093654734
AB101,JSE,Real Estate,801.12,55722,82.14,197.28,13162373,8.13,-0.43,0.0354,17.7,0.89,2.4,1608.62159282355
AB102,JSE,Energy,168.48,55722,27.6,150.25,3198962,4.11,0.11,0.0342,17.7,0.96,6.75,400.396936512717
AB103,JSE,Real Estate,389.26,55722,51.85,189.46,5531694,2.71,-0.43,0.0288,17.7,1.23,3.63,964.563223173723
AB104,S&P 500,Healthcare,753.89,3351.28,18.83,136.25,20105674,7.39,0.78,0.0311,1,0.72,0.6,249.499945350386
AB105,NSE,Information Tech,266.35,11270.15,83.01,132.26,11086260,4.62,0.23,0.0374,74.9,0.66,7.86,1085.41942143269
AB106,JSE,Energy,260.3,55722,10.91,133.17,16667694,6.65,0.11,0.0411,17.7,0.69,6.33,133.20461876953
AB107,BSE,Healthcare,809.05,38182.08,13.05,20.7,8581527,3.54,0.78,0.0475,74.9,0.94,9.35,33.2819684590532
AB108,JSE,Energy,661.79,55722,48.75,17.83,6187225,4.81,0.11,0.043,17.7,0.76,8.09,88.9681368440811
AB109,NYSE,Information Tech,371.21,12765.84,12.89,45.59,2041889,5.15,0.23,0.0291,1,1.01,6.56,55.3481495875627
AB110,BSE,Real Estate,429.14,38182.08,91.4,127.23,7932513,7.48,-0.43,0.0212,74.9,0.6,2.11,1151.42155531282
AB111,BSE,Healthcare,501.51,38182.08,13.93,46.02,11771270,6.15,,,,,2.05,61.4928717032257
AB112,NYSE,Healthcare,601.67,12765.84,14.89,136.59,6970506,5.71,,,,,6.77,193.096093466874
AB113,S&P 500,Information Tech,956.56,3351.28,39.41,40.07,1078424,3.12,,,,,2.23,171.81017903971
AB114,BSE,Materials,60.05,38182.08,78.48,50.35,4556278,3.16,0.03,0.0532,74.9,1.1,5.19,390.480075993485
AB115,NYSE,Energy,590.45,12765.84,79.31,57.13,18072040,6.36,0.11,0.0504,1,0.67,4.15,450.082270244369
AB116,BSE,Information Tech,928.3,38182.08,45.31,101.14,4142204,4.91,0.23,0.0615,74.9,0.97,3.09,463.613393633837
AB117,NYSE,Information Tech,916.55,12765.84,77.16,51.67,17099084,3.81,0.23,0.0236,1,1.04,7.41,407.968510790139
AB118,S&P 500,Healthcare,12.77,3351.28,92.1,20.09,15972642,5.31,0.78,0.0548,1,1.26,7.61,183.436863394333
AB119,JSE,Healthcare,844.13,55722,57.63,18.98,7640707,4.92,0.78,0.0221,17.7,1.2,3.17,117.407332057494
AB120,JSE,Real Estate,41.33,55722,70.35,169.5,12509708,7.41,-0.43,0.0355,17.7,1,3.7,1175.89249165843
AB121,NSE,Materials,183.54,11270.15,10.85,43.99,15983309,3.56,0.03,0.047,74.9,0.72,7.68,44.0218823023055
AB122,NSE,Energy,388.39,11270.15,61.69,161.85,12710427,7.04,0.11,0.0197,74.9,1.11,8.21,983.417308960732
AB123,JSE,Healthcare,201.31,55722,47.03,44.3,4674168,5.93,0.78,0.0448,17.7,1.03,8.08,204.572347091927
AB124,S&P 500,Information Tech,783.01,3351.28,62.23,167.34,6848354,7.74,0.23,0.0435,1,0.74,0.54,1031.87905513151
AB125,NYSE,Materials,93.95,12765.84,71.45,139,6278665,4.62,0.03,0.0157,1,0.94,6.13,979.724781133945
AB126,JSE,Real Estate,593.12,55722,48.21,34.73,2237205,6.88,-0.43,0.0198,17.7,1.28,4.86,166.618231203882
AB127,BSE,Information Tech,946.66,38182.08,37.33,176.1,3356115,5.4,0.23,0.0422,74.9,0.88,1.27,656.935371475653
AB128,NSE,Information Tech,60.12,11270.15,46.42,74.87,10775737,6.56,0.23,0.0483,74.9,0.61,4.64,340.524381113262
AB129,JSE,Real Estate,228.34,55722,75.47,54.1,9657753,2.9,-0.43,0.0468,17.7,0.74,3.84,403.438032698924
AB130,NYSE,Energy,489.12,12765.84,92.74,101.46,14410108,5.8,0.11,0.057,1,1.27,4.19,932.457218631234
AB131,JSE,Healthcare,739.98,55722,29.59,35.61,17028932,7.55,0.78,0.025,17.7,0.91,9.19,107.658783935051
AB132,NSE,Materials,640.18,11270.15,41.74,40.18,15387666,3.34,0.03,0.0166,74.9,0.62,4.23,167.147834133392
AB133,NSE,Energy,937.49,11270.15,68.3,34.62,8075988,6.85,0.11,0.0518,74.9,0.95,0.67,249.124721216031
AB134,BSE,Energy,726.34,38182.08,90.63,183.86,7804436,7.9,0.11,0.0578,74.9,0.65,2.79,1653.33660584238
AB135,NYSE,Real Estate,762.04,12765.84,64.67,43.06,2462625,3.97,-0.43,0.0302,1,0.92,8.18,280.523753373532
AB136,BSE,Information Tech,867.05,38182.08,72.36,134.29,7149593,3.97,0.23,0.0223,74.9,1.11,3.93,969.468308876296
AB137,NYSE,Information Tech,961.31,12765.84,16.59,184.75,16788923,5.13,0.23,0.0516,1,1.03,7.37,306.874293784806
AB138,NSE,Energy,958.72,11270.15,79.23,10.22,17518282,6.55,0.11,0.061,74.9,1.16,8.11,97.9845126366275
AB139,JSE,Healthcare,823.25,55722,60.93,154.03,2718312,3.57,0.78,0.0254,17.7,1.09,4.24,932.112680702277
AB140,NYSE,Energy,452.97,12765.84,95.24,15.88,6042817,6.81,0.11,0.0369,1,0.66,5.64,151.051636077929
AB141,JSE,Healthcare,909.91,55722,87.19,154.91,5142608,7.65,0.78,0.0597,17.7,0.9,9.49,1349.27848106942
AB142,S&P 500,Information Tech,331.34,3351.28,21.81,154.65,2047452,4.31,0.23,0.0425,1,1.19,5.29,322.991870970278
AB143,S&P 500,Healthcare,842.46,3351.28,77.53,43.24,618760,6.89,0.78,0.0354,1,1.29,7.53,340.749305340856
AB144,NYSE,Real Estate,212.81,12765.84,12.31,181.98,14152537,5.64,-0.43,0.0324,1,0.81,8.75,207.036815510274
AB145,NYSE,Energy,955.25,12765.84,21.86,50.98,12815495,8.12,0.11,0.0575,1,0.95,0.48,124.167842297348
AB146,NSE,Information Tech,273.54,11270.15,19.86,24.98,11603687,7.12,0.23,0.0384,74.9,0.6,4.92,47.8610346004554
AB147,JSE,Materials,744.68,55722,43.82,50.96,2790856,4.57,0.03,0.0545,17.7,1.28,6.9,224.057366511902
AB148,JSE,Healthcare,583.01,55722,13.22,193.61,1940608,5.91,0.78,0.0332,17.7,1.23,7.66,239.944973228379
AB149,BSE,Information Tech,605.43,38182.08,78.72,20.31,17699130,5.99,0.23,0.0486,74.9,1.27,3.17,160.719952077493
AB150,NSE,Energy,191.58,11270.15,50.15,31.67,14638143,6.42,0.11,0.0544,74.9,0.7,3.61,156.194866721941
AB151,NYSE,Materials,9.83,12765.84,25.08,103.21,13720076,2.97,0.03,0.0204,1,0.68,4.34,249.056657543159
AB152,S&P 500,Materials,455.24,3351.28,52.49,10.54,12147316,4.6,0.03,0.0539,1,0.93,4.85,55.6589470339112
AB153,NSE,Information Tech,672.56,11270.15,79.28,31.08,17275469,5.92,0.23,0.03,74.9,0.84,5.5,247.343614368365
AB154,S&P 500,Healthcare,182.34,3351.28,88.85,130.84,2850956,5.46,0.78,0.0263,1,0.84,7.83,1150.10169591505
AB155,NSE,Real Estate,529.28,11270.15,12.99,60.42,5676935,3.72,-0.43,0.042,74.9,0.66,9.04,74.6155725715711
AB156,S&P 500,Healthcare,139.75,3351.28,90.48,29.91,4272832,2.76,0.78,0.054,1,1.06,5.43,268.178991710522
AB157,NYSE,Energy,521.89,12765.84,86.66,110.08,20067342,5.84,0.11,0.0577,1,0.67,8.16,944.928471824324
AB158,JSE,Energy,114.58,55722,18.38,77.2,15099984,8.27,0.11,0.0321,17.7,1.24,2.35,134.772094576351
AB159,NYSE,Information Tech,862.37,12765.84,86.86,80.8,11657992,7.94,0.23,0.0153,1,1.17,2.73,704.606087897307
AB160,NSE,Information Tech,79.52,11270.15,96.62,70.52,10938547,3.25,0.23,0.0392,74.9,0.81,2.42,674.733163190529
AB161,NSE,Materials,96.09,11270.15,40.81,139.35,19259136,4.35,0.03,0.0503,74.9,1.21,8.51,555.275258123469
AB162,NYSE,Materials,386.97,12765.84,91.14,76.83,17788553,7.88,0.03,0.0499,1,1.13,7.79,693.59092966841
AB163,NSE,Information Tech,669.13,11270.15,98.59,152.83,11631921,2.58,0.23,0.0375,74.9,1.08,8.74,1495.48924500523
AB164,NYSE,Real Estate,694.31,12765.84,77.25,64.79,14751877,6.62,-0.43,0.0568,1,1.08,1.13,498.498074013565
AB165,JSE,Information Tech,328.95,55722,14.32,78.08,15721613,4.52,0.23,0.0383,17.7,0.68,9.16,105.11665909053
AB166,NYSE,Real Estate,795.96,12765.84,68.4,185.25,13013162,5.42,-0.43,0.0445,1,0.96,8.03,1256.28309278122
AB167,JSE,Materials,459.11,55722,90.8,63.64,14403229,7.52,0.03,0.0168,17.7,0.76,1.02,572.924680177168
AB168,JSE,Energy,382.66,55722,34.4,46.94,1694500,7.22,0.11,0.0254,17.7,0.93,9.43,157.85700167757
AB169,BSE,Materials,776.31,38182.08,30.86,177.27,14648308,6.31,0.03,0.0543,74.9,0.62,3.29,536.479663143952
AB170,NYSE,Energy,693.8,12765.84,36.09,85.7,8418592,2.58,0.11,0.0176,1,1.14,8.42,305.295543986038
AB171,NSE,Materials,680.92,11270.15,55.01,111.9,8353667,3.12,0.03,0.0421,74.9,0.72,6.86,608.666525905888
AB172,S&P 500,Healthcare,34.88,3351.28,67.62,138.62,6568642,2.65,0.78,0.0175,1,0.61,1.41,924.034098601731
AB173,NYSE,Energy,507.99,12765.84,21.57,75.41,15379884,7.75,0.11,0.0558,1,0.88,3.02,157.064680005722
AB174,BSE,Information Tech,345.85,38182.08,11.49,32,1136385,7.22,0.23,0.0429,74.9,0.87,7.62,34.587964363998
AB175,NYSE,Information Tech,373.68,12765.84,80.41,101.06,17525893,5.26,0.23,0.028,1,1.24,1.69,803.556279222817
AB176,NSE,Information Tech,469.92,11270.15,21.36,100.59,2491127,8.04,0.23,0.0164,74.9,0.76,6.23,206.543441439814
AB177,JSE,Information Tech,325.32,55722,11.77,158.69,13671732,3.82,0.23,0.0416,17.7,1.03,9.4,172.368190899977
AB178,S&P 500,Real Estate,663.21,3351.28,34.28,122.12,2691133,2.78,-0.43,0.0581,1,0.95,8.34,410.368806675059
AB179,NSE,Real Estate,386.87,11270.15,28.18,150,18670680,6.03,-0.43,0.0466,74.9,0.65,5.55,408.959162151832
AB180,NYSE,Materials,309.72,12765.84,42.08,14.18,19244770,4.59,0.03,0.0593,1,0.8,4.27,59.0139190568143
AB181,NSE,Real Estate,955.19,11270.15,47.02,73.91,1885668,5.52,-0.43,0.0246,74.9,0.68,6.51,357.89028084164
AB182,NYSE,Real Estate,306.68,12765.84,52.15,157.31,18853461,3.67,-0.43,0.0269,1,0.9,6.41,805.487026797449
AB183,S&P 500,Energy,951.99,3351.28,59.49,85.09,1345339,4.38,0.11,0.0556,1,0.79,8.23,515.182966168389
AB184,NSE,Information Tech,640.63,11270.15,90.04,140.15,9602946,4.67,0.23,0.0522,74.9,1.05,2.07,1251.3911553668
AB185,JSE,Energy,628.49,55722,70.63,174.26,12718657,5.29,0.11,0.0358,17.7,1.17,8.25,1216.68326916354
AB186,NSE,Healthcare,699.71,11270.15,53.18,15.5,17695236,7.35,0.78,0.0207,74.9,1.29,5.02,85.592840068702
AB187,NSE,Energy,261.06,11270.15,83.83,117.79,16110930,7.86,0.11,0.056,74.9,1.28,3.93,976.336178730319
AB188,BSE,Energy,953.66,38182.08,96.67,54.91,9053934,5.88,0.11,0.0301,74.9,1.03,5.72,542.90926602666
AB189,NSE,Energy,939.82,11270.15,42.38,102.74,8389086,3.48,0.11,0.0526,74.9,0.93,4.56,441.569696320562
AB190,NYSE,Energy,692.68,12765.84,69.14,122.33,9397003,3.67,0.11,0.0496,1,0.74,2.16,838.093526192739
AB191,BSE,Energy,786.9,38182.08,25.07,138.62,16535950,4.4,0.11,0.0323,74.9,0.97,6.92,341.186426992365
AB192,S&P 500,Healthcare,913.42,3351.28,93.46,91.26,6383721,6.57,0.78,0.0394,1,1.26,3.95,858.102592421076
AB193,JSE,Information Tech,554.43,55722,13.7,175.53,6299062,4.35,0.23,0.0479,17.7,1.2,2.56,225.773141235921
AB194,NYSE,Materials,842.21,12765.84,98.23,24.45,19869403,3.66,0.03,0.031,1,1.28,7.66,247.417924882594
AB195,NSE,Real Estate,826.38,11270.15,97.28,63.51,17815983,5.16,-0.43,0.0469,74.9,1,0.49,620.388896463666
AB196,NSE,Energy,22.56,11270.15,74.21,139.49,18458489,3.19,0.11,0.0518,74.9,1.27,3.4,1021.61599555094
AB197,NYSE,Information Tech,504.08,12765.84,29.87,199.54,17438689,5.16,0.23,0.0349,1,1.03,2.16,578.153674050782
AB198,BSE,Real Estate,460.15,38182.08,40.3,79.45,6862521,6.65,-0.43,0.0153,74.9,0.83,8.77,313.719897064984
AB199,NYSE,Healthcare,950.93,12765.84,75.12,115.84,15715644,7.02,0.78,0.0538,1,0.78,1.53,876.097634870057
AB200,NYSE,Information Tech,851.66,12765.84,30.88,128.15,17733818,2.67,0.23,0.0613,1,1.26,2.43,393.331272982303
AB201,S&P 500,Information Tech,546.2,,,,,,,0.0596,1,0.95,7.35,1084.2115236288
AB202,NYSE,Real Estate,96.4,,,,,,,0.0216,1,0.96,5.1,509.037703850686
